cost_id,employee_id,month,dept_id,level_code,cost_center,base_salary,bonus,overtime_pay,social_security_co,housing_fund_co,other_cost,total_cost
11909,E00913,2025-04,D01,L4,D01,20200.0,0.0,112.18,4040.0,2424.0,69.84,26846.02
11910,E00914,2025-04,D06,L2,D06,12100.0,0.0,44.96,2420.0,1452.0,100.26,16117.22
11911,E00915,2025-04,D02,L2,D02,10600.0,0.0,129.36,2120.0,1272.0,151.81,14273.17
11912,E00916,2025-04,D01,L4,D01,25100.0,0.0,1200.87,5020.0,3012.0,151.55,34484.42
11913,E00917,2025-04,D04,L3,D04,16700.0,0.0,258.92,3340.0,2004.0,398.92,22701.84
11914,E00918,2025-04,D01,L3,D01,18000.0,0.0,767.95,3600.0,2160.0,275.79,24803.74
11915,E00919,2025-04,D04,L5,D04,27600.0,0.0,138.07,5520.0,3312.0,325.44,36895.51
11916,E00920,2025-04,D09,L6,D09,36800.0,0.0,720.0,7360.0,4416.0,78.19,49374.19
11917,E00921,2025-04,D12,L2,D12,11500.0,0.0,146.05,2300.0,1380.0,194.68,15520.73
11918,E00922,2025-04,D03,L4,D03,25600.0,0.0,409.07,5120.0,3072.0,397.26,34598.33
11919,E00923,2025-04,D03,L1,D03,7900.0,0.0,16.74,1580.0,948.0,396.33,10841.07
11920,E00924,2025-04,D11,L5,D11,27200.0,0.0,368.73,5440.0,3264.0,356.46,36629.19
11921,E00925,2025-04,D06,L4,D06,22800.0,0.0,363.25,4560.0,2736.0,282.01,30741.26
11922,E00926,2025-04,D10,L4,D10,22100.0,0.0,90.03,4420.0,2652.0,198.64,29460.67
11923,E00927,2025-04,D06,L1,D06,7900.0,0.0,57.56,1580.0,948.0,66.02,10551.58
11924,E00929,2025-04,D08,L1,D08,8400.0,0.0,63.82,1680.0,1008.0,298.31,11450.13
11925,E00931,2025-04,D11,L3,D11,16500.0,0.0,53.81,3300.0,1980.0,130.97,21964.78
11926,E00932,2025-04,D01,L5,D01,24800.0,0.0,450.08,4960.0,2976.0,111.26,33297.34
11927,E00933,2025-04,D06,L5,D06,34400.0,0.0,466.14,6880.0,4128.0,183.55,46057.69
11928,E00934,2025-04,D04,L6,D04,47200.0,0.0,380.15,9440.0,5664.0,181.82,62865.97
11929,E00935,2025-04,D01,L4,D01,21700.0,0.0,114.56,4340.0,2604.0,329.74,29088.3
11930,E00937,2025-04,D11,L1,D11,8100.0,0.0,20.47,1620.0,972.0,51.45,10763.92
11931,E00939,2025-04,D12,L3,D12,15100.0,0.0,253.68,3020.0,1812.0,280.39,20466.07
11932,E00940,2025-04,D11,L3,D11,16000.0,0.0,31.94,3200.0,1920.0,168.54,21320.48
11933,E00941,2025-04,D04,L2,D04,10200.0,0.0,141.52,2040.0,1224.0,275.8,13881.32
11934,E00943,2025-04,D04,L2,D04,11900.0,0.0,120.16,2380.0,1428.0,183.3,16011.46
11935,E00944,2025-04,D06,L2,D06,11600.0,0.0,87.09,2320.0,1392.0,282.72,15681.81
11936,E00945,2025-04,D02,L3,D02,12500.0,0.0,161.16,2500.0,1500.0,258.53,16919.69
11937,E00946,2025-04,D12,L3,D12,18600.0,0.0,357.25,3720.0,2232.0,158.09,25067.34
11938,E00947,2025-04,D09,L6,D09,36100.0,0.0,206.7,7220.0,4332.0,108.02,47966.72
11939,E00948,2025-04,D01,L1,D01,8200.0,0.0,96.56,1640.0,984.0,173.34,11093.9
11940,E00949,2025-04,D01,L4,D01,19700.0,0.0,775.54,3940.0,2364.0,313.95,27093.49
11941,E00950,2025-04,D12,L3,D12,15600.0,0.0,114.68,3120.0,1872.0,183.49,20890.17
11942,E00951,2025-04,D04,L3,D04,14700.0,0.0,204.54,2940.0,1764.0,280.55,19889.09
11943,E00952,2025-04,D03,L2,D03,11600.0,0.0,281.26,2320.0,1392.0,140.85,15734.11
11944,E00954,2025-04,D07,L2,D07,10000.0,0.0,145.0,2000.0,1200.0,234.21,13579.21
11945,E00956,2025-04,D01,L1,D01,7000.0,0.0,139.04,1400.0,840.0,80.73,9459.77
11946,E00957,2025-04,D01,L1,D01,6700.0,0.0,126.87,1340.0,804.0,354.64,9325.51
11947,E00959,2025-04,D02,L1,D02,8900.0,0.0,63.2,1780.0,1068.0,347.66,12158.86
11948,E00960,2025-04,D12,L7,D12,55300.0,0.0,1008.91,11060.0,6636.0,179.64,74184.55
11949,E00961,2025-04,D03,L1,D03,7900.0,0.0,316.79,1580.0,948.0,314.83,11059.62
11950,E00962,2025-04,D01,L4,D01,24500.0,0.0,981.13,4900.0,2940.0,338.96,33660.09
11951,E00963,2025-04,D05,L5,D05,25000.0,0.0,808.44,5000.0,3000.0,378.2,34186.64
11952,E00964,2025-04,D01,L1,D01,9400.0,0.0,282.78,1880.0,1128.0,355.87,13046.65
11953,E00965,2025-04,D09,L2,D09,11200.0,0.0,116.82,2240.0,1344.0,310.91,15211.73
11954,E00966,2025-04,D05,L6,D05,37900.0,0.0,2179.29,7580.0,4548.0,231.91,52439.2
11955,E00967,2025-04,D06,L3,D06,16400.0,0.0,138.5,3280.0,1968.0,221.73,22008.23
11956,E00968,2025-04,D01,L4,D01,23000.0,0.0,999.39,4600.0,2760.0,130.61,31490.0
11957,E00969,2025-04,D01,L5,D01,35100.0,0.0,1159.95,7020.0,4212.0,398.08,47890.03
11958,E00970,2025-04,D07,L5,D07,27400.0,0.0,24.1,5480.0,3288.0,269.69,36461.79
11959,E00971,2025-04,D03,L1,D03,7900.0,0.0,246.85,1580.0,948.0,127.51,10802.36
11960,E00972,2025-04,D04,L6,D04,37200.0,0.0,506.25,7440.0,4464.0,300.89,49911.14
11961,E00973,2025-04,D01,L3,D01,17700.0,0.0,1059.95,3540.0,2124.0,149.43,24573.38
11962,E00974,2025-04,D12,L6,D12,45300.0,0.0,859.45,9060.0,5436.0,300.34,60955.79
11963,E00975,2025-04,D07,L6,D07,34400.0,0.0,493.36,6880.0,4128.0,279.68,46181.04
11964,E00976,2025-04,D03,L5,D03,32900.0,0.0,1797.86,6580.0,3948.0,328.28,45554.14
11965,E00977,2025-04,D06,L2,D06,11900.0,0.0,230.66,2380.0,1428.0,381.84,16320.5
11966,E00978,2025-04,D01,L3,D01,17600.0,0.0,420.51,3520.0,2112.0,356.45,24008.96
11967,E00980,2025-04,D09,L1,D09,9400.0,0.0,33.12,1880.0,1128.0,387.34,12828.46
11968,E00981,2025-04,D12,L4,D12,25200.0,0.0,122.25,5040.0,3024.0,135.8,33522.05
11969,E00983,2025-04,D09,L6,D09,43100.0,0.0,177.14,8620.0,5172.0,78.92,57148.06
11970,E00984,2025-04,D01,L3,D01,16100.0,0.0,579.51,3220.0,1932.0,372.35,22203.86
11971,E00986,2025-04,D08,L4,D08,19700.0,0.0,313.66,3940.0,2364.0,207.38,26525.04
11972,E00988,2025-04,D01,L4,D01,25100.0,0.0,580.41,5020.0,3012.0,214.0,33926.41
11973,E00989,2025-04,D06,L2,D06,11800.0,0.0,44.27,2360.0,1416.0,237.06,15857.33
11974,E00990,2025-04,D01,L6,D01,46800.0,0.0,1018.22,9360.0,5616.0,224.09,63018.31
11975,E00991,2025-04,D01,L1,D01,9100.0,0.0,297.9,1820.0,1092.0,170.75,12480.65
11976,E00992,2025-04,D07,L3,D07,16400.0,0.0,106.64,3280.0,1968.0,359.62,22114.26
11977,E00993,2025-04,D08,L1,D08,8100.0,0.0,118.84,1620.0,972.0,88.59,10899.43
11978,E00994,2025-04,D03,L3,D03,13700.0,0.0,467.87,2740.0,1644.0,154.44,18706.31
11979,E00995,2025-04,D06,L7,D06,53800.0,0.0,338.14,10760.0,6456.0,289.83,71643.97
11980,E00996,2025-04,D12,L6,D12,45400.0,0.0,662.13,9080.0,5448.0,188.84,60778.97
11981,E00997,2025-04,D06,L4,D06,22100.0,0.0,253.05,4420.0,2652.0,88.88,29513.93
11982,E00998,2025-04,D11,L2,D11,9700.0,0.0,182.21,1940.0,1164.0,85.15,13071.36
11983,E00999,2025-04,D02,L2,D02,10600.0,0.0,17.04,2120.0,1272.0,214.1,14223.14
11984,E01000,2025-04,D01,L1,D01,7700.0,0.0,312.09,1540.0,924.0,334.55,10810.64
11985,E01001,2025-04,D01,L1,D01,9300.0,0.0,510.24,1860.0,1116.0,371.67,13157.91
11986,E01003,2025-04,D08,L1,D08,7000.0,0.0,7.42,1400.0,840.0,394.11,9641.53
11987,E01004,2025-04,D11,L3,D11,14100.0,0.0,150.02,2820.0,1692.0,131.22,18893.24
11988,E01005,2025-04,D02,L1,D02,7300.0,0.0,6.94,1460.0,876.0,397.18,10040.12
11989,E01006,2025-04,D04,L3,D04,16900.0,0.0,282.69,3380.0,2028.0,193.48,22784.17
11990,E01007,2025-04,D03,L2,D03,10500.0,0.0,193.67,2100.0,1260.0,178.78,14232.45
11991,E01009,2025-04,D02,L5,D02,32000.0,0.0,568.13,6400.0,3840.0,239.76,43047.89
11992,E01010,2025-04,D03,L4,D03,18600.0,0.0,495.6,3720.0,2232.0,132.53,25180.13
11993,E01011,2025-04,D05,L1,D05,7700.0,0.0,345.81,1540.0,924.0,131.34,10641.15
11994,E01012,2025-04,D09,L4,D09,25200.0,0.0,141.15,5040.0,3024.0,334.18,33739.33
11995,E01013,2025-04,D01,L1,D01,8800.0,0.0,454.57,1760.0,1056.0,182.97,12253.54
11996,E01014,2025-04,D02,L6,D02,38300.0,0.0,211.81,7660.0,4596.0,221.96,50989.77
11997,E01015,2025-04,D09,L1,D09,9400.0,0.0,156.75,1880.0,1128.0,217.25,12782.0
11998,E01016,2025-04,D07,L3,D07,15600.0,0.0,232.42,3120.0,1872.0,362.37,21186.79
11999,E01017,2025-04,D12,L6,D12,39700.0,0.0,301.93,7940.0,4764.0,60.63,52766.56
12000,E01018,2025-04,D01,L2,D01,12500.0,0.0,744.12,2500.0,1500.0,331.94,17576.06
12001,E01019,2025-04,D01,L3,D01,14100.0,0.0,659.82,2820.0,1692.0,218.26,19490.08
12002,E01020,2025-04,D09,L2,D09,11300.0,0.0,75.92,2260.0,1356.0,282.41,15274.33
12003,E01021,2025-04,D11,L4,D11,23400.0,0.0,53.59,4680.0,2808.0,179.39,31120.98
12004,E01022,2025-04,D08,L1,D08,9300.0,0.0,19.6,1860.0,1116.0,334.19,12629.79
12005,E01023,2025-04,D12,L3,D12,14300.0,0.0,206.94,2860.0,1716.0,53.87,19136.81
12006,E01024,2025-04,D02,L3,D02,14500.0,0.0,249.03,2900.0,1740.0,279.68,19668.71
12007,E01026,2025-04,D05,L6,D05,34800.0,0.0,124.45,6960.0,4176.0,252.18,46312.63
12008,E01028,2025-04,D01,L1,D01,9200.0,0.0,138.23,1840.0,1104.0,273.24,12555.47
12009,E01029,2025-04,D04,L1,D04,8200.0,0.0,52.46,1640.0,984.0,115.12,10991.58
12010,E01030,2025-04,D11,L4,D11,20300.0,0.0,259.03,4060.0,2436.0,146.72,27201.75
12011,E01031,2025-04,D01,L3,D01,18800.0,0.0,985.8,3760.0,2256.0,51.31,25853.11
12012,E01032,2025-04,D01,L7,D01,74000.0,0.0,609.76,14800.0,8880.0,331.65,98621.41
12013,E01034,2025-04,D12,L1,D12,8300.0,0.0,44.54,1660.0,996.0,128.6,11129.14
12014,E01035,2025-04,D11,L5,D11,34600.0,0.0,267.5,6920.0,4152.0,176.86,46116.36
12015,E01037,2025-04,D01,L1,D01,8500.0,0.0,407.76,1700.0,1020.0,170.91,11798.67
12016,E01038,2025-04,D11,L1,D11,8900.0,0.0,157.97,1780.0,1068.0,265.66,12171.63
12017,E01039,2025-04,D07,L2,D07,11700.0,0.0,105.84,2340.0,1404.0,139.19,15689.03
12018,E01040,2025-04,D04,L4,D04,19900.0,0.0,310.59,3980.0,2388.0,199.73,26778.32
12019,E01041,2025-04,D12,L3,D12,18100.0,0.0,242.97,3620.0,2172.0,369.46,24504.43
12020,E01042,2025-04,D06,L4,D06,23600.0,0.0,294.95,4720.0,2832.0,396.89,31843.84
12021,E01043,2025-04,D01,L2,D01,10000.0,0.0,138.1,2000.0,1200.0,210.26,13548.36
12022,E01044,2025-04,D02,L4,D02,18700.0,0.0,327.62,3740.0,2244.0,293.73,25305.35
12023,E01045,2025-04,D07,L5,D07,31200.0,0.0,8.11,6240.0,3744.0,345.86,41537.97
12024,E01046,2025-04,D03,L1,D03,8500.0,0.0,189.68,1700.0,1020.0,338.87,11748.55
12025,E01047,2025-04,D03,L5,D03,33100.0,0.0,1533.47,6620.0,3972.0,211.54,45437.01
12026,E01048,2025-04,D01,L1,D01,7900.0,0.0,361.71,1580.0,948.0,291.52,11081.23
12027,E01049,2025-04,D12,L2,D12,12800.0,0.0,64.48,2560.0,1536.0,98.93,17059.41
12028,E01050,2025-04,D05,L6,D05,46600.0,0.0,2419.62,9320.0,5592.0,114.38,64046.0
12029,E01051,2025-04,D02,L4,D02,19100.0,0.0,79.67,3820.0,2292.0,58.59,25350.26
12030,E01052,2025-04,D06,L5,D06,31400.0,0.0,173.77,6280.0,3768.0,364.23,41986.0
12031,E01053,2025-04,D11,L1,D11,8900.0,0.0,77.24,1780.0,1068.0,100.61,11925.85
12032,E01054,2025-04,D08,L2,D08,11400.0,0.0,42.51,2280.0,1368.0,212.57,15303.08
12033,E01055,2025-04,D03,L1,D03,6600.0,0.0,328.69,1320.0,792.0,274.86,9315.55
12034,E01056,2025-04,D04,L3,D04,18600.0,0.0,173.18,3720.0,2232.0,316.07,25041.25
12035,E01057,2025-04,D08,L1,D08,7000.0,0.0,103.28,1400.0,840.0,320.8,9664.08
12036,E01058,2025-04,D06,L3,D06,17500.0,0.0,36.16,3500.0,2100.0,66.58,23202.74
12037,E01059,2025-04,D05,L2,D05,10900.0,0.0,8.43,2180.0,1308.0,107.44,14503.87
12038,E01060,2025-04,D03,L2,D03,12000.0,0.0,376.98,2400.0,1440.0,128.95,16345.93
12039,E01061,2025-04,D03,L4,D03,25700.0,0.0,1137.78,5140.0,3084.0,59.89,35121.67
12040,E01062,2025-04,D01,L3,D01,13600.0,0.0,637.83,2720.0,1632.0,251.48,18841.31
12041,E01063,2025-04,D02,L1,D02,7200.0,0.0,48.33,1440.0,864.0,269.88,9822.21
12042,E01064,2025-04,D05,L2,D05,9100.0,0.0,354.41,1820.0,1092.0,79.45,12445.86
12043,E01065,2025-04,D01,L3,D01,17900.0,0.0,909.65,3580.0,2148.0,364.02,24901.67
12044,E01066,2025-04,D01,L1,D01,7100.0,0.0,106.51,1420.0,852.0,218.59,9697.1
12045,E01067,2025-04,D09,L2,D09,9400.0,0.0,177.28,1880.0,1128.0,187.86,12773.14
12046,E01068,2025-04,D02,L1,D02,9000.0,0.0,176.12,1800.0,1080.0,73.45,12129.57
12047,E01069,2025-04,D05,L3,D05,14600.0,0.0,419.39,2920.0,1752.0,58.44,19749.83
12048,E01070,2025-04,D02,L1,D02,6600.0,0.0,125.89,1320.0,792.0,366.82,9204.71
12049,E01071,2025-04,D01,L6,D01,45700.0,0.0,2351.45,9140.0,5484.0,282.03,62957.48
12050,E01072,2025-04,D01,L3,D01,18600.0,0.0,527.36,3720.0,2232.0,142.56,25221.92
12051,E01073,2025-04,D02,L3,D02,13500.0,0.0,64.96,2700.0,1620.0,137.6,18022.56
12052,E01074,2025-04,D01,L6,D01,43200.0,0.0,183.52,8640.0,5184.0,386.2,57593.72
12053,E01076,2025-04,D06,L2,D06,12600.0,0.0,229.61,2520.0,1512.0,384.24,17245.85
12054,E01078,2025-04,D07,L2,D07,11200.0,0.0,95.29,2240.0,1344.0,298.38,15177.67
12055,E01079,2025-04,D12,L3,D12,18700.0,0.0,5.48,3740.0,2244.0,229.47,24918.95
12056,E01080,2025-04,D02,L6,D02,44500.0,0.0,357.15,8900.0,5340.0,106.62,59203.77
12057,E01081,2025-04,D06,L4,D06,23500.0,0.0,240.16,4700.0,2820.0,123.64,31383.8
12058,E01082,2025-04,D03,L2,D03,12600.0,0.0,566.38,2520.0,1512.0,380.77,17579.15
12059,E01084,2025-04,D03,L2,D03,9800.0,0.0,385.52,1960.0,1176.0,363.25,13684.77
12060,E01085,2025-04,D01,L1,D01,8500.0,0.0,183.35,1700.0,1020.0,113.94,11517.29
12061,E01086,2025-04,D02,L1,D02,7300.0,0.0,70.48,1460.0,876.0,76.23,9782.71
12062,E01087,2025-04,D01,L1,D01,7700.0,0.0,162.66,1540.0,924.0,238.31,10564.97
12063,E01088,2025-04,D11,L6,D11,44300.0,0.0,533.98,8860.0,5316.0,137.55,59147.53
12064,E01089,2025-04,D07,L6,D07,35600.0,0.0,26.15,7120.0,4272.0,90.63,47108.78
12065,E01090,2025-04,D01,L2,D01,11700.0,0.0,619.97,2340.0,1404.0,65.62,16129.59
12066,E01091,2025-04,D01,L4,D01,18200.0,0.0,779.85,3640.0,2184.0,70.7,24874.55
12067,E01092,2025-04,D01,L6,D01,39800.0,0.0,508.21,7960.0,4776.0,160.96,53205.17
12068,E01093,2025-04,D01,L4,D01,19500.0,0.0,1002.94,3900.0,2340.0,219.24,26962.18
12069,E01094,2025-04,D11,L3,D11,13200.0,0.0,189.73,2640.0,1584.0,58.96,17672.69
12070,E01095,2025-04,D01,L2,D01,10100.0,0.0,73.02,2020.0,1212.0,396.6,13801.62
12071,E01096,2025-04,D03,L7,D03,55000.0,0.0,3275.89,11000.0,6600.0,310.34,76186.23
12072,E01097,2025-04,D11,L2,D11,11800.0,0.0,61.1,2360.0,1416.0,127.69,15764.79
12073,E01098,2025-04,D01,L3,D01,16000.0,0.0,238.09,3200.0,1920.0,252.31,21610.4
12074,E01099,2025-04,D03,L3,D03,18800.0,0.0,39.04,3760.0,2256.0,281.79,25136.83
12075,E01100,2025-04,D06,L6,D06,43600.0,0.0,805.97,8720.0,5232.0,333.58,58691.55
12076,E01101,2025-04,D12,L2,D12,11100.0,0.0,26.65,2220.0,1332.0,248.99,14927.64
12077,E01102,2025-04,D06,L3,D06,17000.0,0.0,265.57,3400.0,2040.0,262.06,22967.63
12078,E01103,2025-04,D05,L4,D05,25000.0,0.0,298.28,5000.0,3000.0,238.2,33536.48
12079,E01104,2025-04,D02,L2,D02,10400.0,0.0,198.48,2080.0,1248.0,322.62,14249.1
12080,E01105,2025-04,D01,L2,D01,12900.0,0.0,737.29,2580.0,1548.0,194.66,17959.95
12081,E01106,2025-04,D08,L2,D08,10600.0,0.0,193.98,2120.0,1272.0,187.67,14373.65
12082,E01107,2025-04,D02,L1,D02,8700.0,0.0,88.58,1740.0,1044.0,103.82,11676.4
12083,E01108,2025-04,D01,L1,D01,8300.0,0.0,36.16,1660.0,996.0,329.95,11322.11
12084,E01109,2025-04,D01,L3,D01,18600.0,0.0,417.87,3720.0,2232.0,346.08,25315.95
12085,E01110,2025-04,D11,L1,D11,7200.0,0.0,19.58,1440.0,864.0,177.04,9700.62
12086,E01111,2025-04,D01,L2,D01,11900.0,0.0,427.97,2380.0,1428.0,201.74,16337.71
12087,E01112,2025-04,D06,L1,D06,8000.0,0.0,98.82,1600.0,960.0,199.48,10858.3
12088,E01113,2025-04,D12,L2,D12,10100.0,0.0,46.93,2020.0,1212.0,296.42,13675.35
12089,E01114,2025-04,D03,L2,D03,12200.0,0.0,181.72,2440.0,1464.0,364.42,16650.14
12090,E01115,2025-04,D02,L5,D02,27400.0,0.0,513.48,5480.0,3288.0,129.88,36811.36
12091,E01116,2025-04,D01,L1,D01,8300.0,0.0,298.96,1660.0,996.0,79.97,11334.93
12092,E01117,2025-04,D02,L2,D02,11100.0,0.0,102.32,2220.0,1332.0,330.51,15084.83
12093,E01118,2025-04,D08,L4,D08,19600.0,0.0,60.48,3920.0,2352.0,355.08,26287.56
12094,E01119,2025-04,D03,L1,D03,6600.0,0.0,340.57,1320.0,792.0,264.83,9317.4
12095,E01120,2025-04,D03,L6,D03,31900.0,0.0,563.09,6380.0,3828.0,183.9,42854.99
12096,E01121,2025-04,D12,L1,D12,7900.0,0.0,1.78,1580.0,948.0,311.48,10741.26
12097,E01122,2025-04,D03,L5,D03,29000.0,0.0,263.21,5800.0,3480.0,371.16,38914.37
12098,E01123,2025-04,D03,L2,D03,10200.0,0.0,528.85,2040.0,1224.0,319.63,14312.48
12099,E01124,2025-04,D01,L4,D01,23200.0,0.0,1078.84,4640.0,2784.0,342.48,32045.32
12100,E01125,2025-04,D02,L6,D02,38100.0,0.0,659.08,7620.0,4572.0,395.4,51346.48
12101,E01127,2025-04,D08,L1,D08,7700.0,0.0,112.17,1540.0,924.0,109.97,10386.14
12102,E01128,2025-04,D06,L4,D06,22700.0,0.0,161.07,4540.0,2724.0,252.45,30377.52
12103,E01129,2025-04,D03,L2,D03,11900.0,0.0,286.71,2380.0,1428.0,150.32,16145.03
12104,E01131,2025-04,D06,L4,D06,19800.0,0.0,265.44,3960.0,2376.0,232.94,26634.38
12105,E01132,2025-04,D06,L6,D06,38300.0,0.0,702.56,7660.0,4596.0,188.95,51447.51
12106,E01133,2025-04,D01,L2,D01,10100.0,0.0,39.1,2020.0,1212.0,237.79,13608.89
12107,E01136,2025-04,D05,L2,D05,10500.0,0.0,224.57,2100.0,1260.0,199.27,14283.84
12108,E01137,2025-04,D07,L3,D07,16500.0,0.0,185.95,3300.0,1980.0,100.88,22066.83
12109,E01138,2025-04,D01,L4,D01,23600.0,0.0,1049.05,4720.0,2832.0,118.74,32319.79
12110,E01139,2025-04,D08,L2,D08,9400.0,0.0,181.74,1880.0,1128.0,163.33,12753.07
12111,E01140,2025-04,D05,L3,D05,16700.0,0.0,713.31,3340.0,2004.0,367.22,23124.53
12112,E01141,2025-04,D03,L1,D03,9700.0,0.0,160.46,1940.0,1164.0,128.38,13092.84
12113,E01142,2025-04,D01,L6,D01,46400.0,0.0,1442.17,9280.0,5568.0,169.76,62859.93
12114,E01143,2025-04,D03,L1,D03,8600.0,0.0,123.28,1720.0,1032.0,264.53,11739.81
12115,E01144,2025-04,D01,L2,D01,11800.0,0.0,41.8,2360.0,1416.0,118.5,15736.3
12116,E01145,2025-04,D05,L6,D05,46300.0,0.0,2671.93,9260.0,5556.0,175.43,63963.36
12117,E01146,2025-04,D11,L4,D11,25600.0,0.0,314.37,5120.0,3072.0,300.66,34407.03
12118,E01147,2025-04,D03,L4,D03,23000.0,0.0,649.37,4600.0,2760.0,322.74,31332.11
12119,E01148,2025-04,D03,L5,D03,32600.0,0.0,1886.63,6520.0,3912.0,340.51,45259.14
12120,E01149,2025-04,D01,L1,D01,7500.0,0.0,271.11,1500.0,900.0,117.86,10288.97
12121,E01150,2025-04,D03,L5,D03,27000.0,0.0,1001.75,5400.0,3240.0,134.91,36776.66
12122,E01151,2025-04,D11,L2,D11,12800.0,0.0,56.44,2560.0,1536.0,109.61,17062.05
12123,E01152,2025-04,D11,L3,D11,17700.0,0.0,335.08,3540.0,2124.0,53.65,23752.73
12124,E01153,2025-04,D07,L1,D07,8400.0,0.0,106.78,1680.0,1008.0,357.54,11552.32
12125,E01155,2025-04,D01,L4,D01,24300.0,0.0,1358.1,4860.0,2916.0,236.66,33670.76
12126,E01156,2025-04,D08,L3,D08,17600.0,0.0,12.86,3520.0,2112.0,366.22,23611.08
12127,E01157,2025-04,D06,L4,D06,25900.0,0.0,482.13,5180.0,3108.0,50.61,34720.74
12128,E01159,2025-04,D05,L1,D05,8500.0,0.0,49.12,1700.0,1020.0,220.0,11489.12
12129,E01160,2025-04,D09,L3,D09,13200.0,0.0,30.42,2640.0,1584.0,66.54,17520.96
12130,E01161,2025-04,D09,L4,D09,22700.0,0.0,89.76,4540.0,2724.0,262.93,30316.69
12131,E01162,2025-04,D12,L2,D12,12400.0,0.0,197.85,2480.0,1488.0,204.81,16770.66
12132,E01163,2025-04,D01,L4,D01,21300.0,0.0,692.13,4260.0,2556.0,353.37,29161.5
12133,E01164,2025-04,D04,L2,D04,9400.0,0.0,167.61,1880.0,1128.0,326.8,12902.41
12134,E01165,2025-04,D01,L3,D01,18100.0,0.0,867.96,3620.0,2172.0,64.3,24824.26
12135,E01166,2025-04,D12,L2,D12,11600.0,0.0,4.42,2320.0,1392.0,276.02,15592.44
12136,E01167,2025-04,D01,L1,D01,7000.0,0.0,73.51,1400.0,840.0,375.77,9689.28
12137,E01168,2025-04,D03,L1,D03,7400.0,0.0,170.07,1480.0,888.0,191.06,10129.13
12138,E01169,2025-04,D02,L3,D02,13500.0,0.0,204.56,2700.0,1620.0,209.95,18234.51
12139,E01170,2025-04,D01,L1,D01,9000.0,0.0,312.94,1800.0,1080.0,375.21,12568.15
12140,E01171,2025-04,D07,L3,D07,18700.0,0.0,308.01,3740.0,2244.0,50.98,25042.99
12141,E01172,2025-04,D02,L1,D02,6600.0,0.0,22.71,1320.0,792.0,276.82,9011.53
12142,E01173,2025-04,D01,L2,D01,12700.0,0.0,481.43,2540.0,1524.0,382.1,17627.53
12143,E01176,2025-04,D01,L6,D01,42100.0,0.0,1748.05,8420.0,5052.0,115.42,57435.47
12144,E01177,2025-04,D01,L2,D01,10000.0,0.0,465.52,2000.0,1200.0,369.02,14034.54
12145,E01178,2025-04,D01,L1,D01,9300.0,0.0,175.17,1860.0,1116.0,312.32,12763.49
12146,E01179,2025-04,D05,L1,D05,8700.0,0.0,116.44,1740.0,1044.0,107.32,11707.76
12147,E01180,2025-04,D01,L2,D01,10500.0,0.0,449.42,2100.0,1260.0,241.09,14550.51
12148,E01181,2025-04,D03,L4,D03,18900.0,0.0,261.47,3780.0,2268.0,348.12,25557.59
12149,E01182,2025-04,D11,L1,D11,8700.0,0.0,169.43,1740.0,1044.0,209.68,11863.11
12150,E01183,2025-04,D06,L2,D06,10000.0,0.0,187.43,2000.0,1200.0,195.92,13583.35
12151,E01184,2025-04,D05,L2,D05,12900.0,0.0,600.2,2580.0,1548.0,154.43,17782.63
12152,E01186,2025-04,D01,L1,D01,6900.0,0.0,199.49,1380.0,828.0,385.66,9693.15
12153,E01187,2025-04,D01,L2,D01,11700.0,0.0,58.06,2340.0,1404.0,227.27,15729.33
12154,E01188,2025-04,D09,L4,D09,19700.0,0.0,234.12,3940.0,2364.0,367.01,26605.13
12155,E01189,2025-04,D12,L3,D12,18700.0,0.0,303.79,3740.0,2244.0,309.13,25296.92
12156,E01191,2025-04,D11,L4,D11,25200.0,0.0,420.67,5040.0,3024.0,312.92,33997.59
12157,E01192,2025-04,D01,L5,D01,36800.0,0.0,1371.16,7360.0,4416.0,126.03,50073.19
12158,E01193,2025-04,D03,L1,D03,8000.0,0.0,245.39,1600.0,960.0,304.62,11110.01
12159,E01194,2025-04,D07,L4,D07,20600.0,0.0,204.53,4120.0,2472.0,204.14,27600.67
12160,E01195,2025-04,D11,L3,D11,13600.0,0.0,109.03,2720.0,1632.0,154.35,18215.38
12161,E01196,2025-04,D05,L3,D05,17300.0,0.0,153.31,3460.0,2076.0,217.1,23206.41
12162,E01197,2025-04,D07,L3,D07,14800.0,0.0,272.96,2960.0,1776.0,200.42,20009.38
12163,E01198,2025-04,D02,L1,D02,7800.0,0.0,110.21,1560.0,936.0,119.64,10525.85
12164,E01199,2025-04,D06,L1,D06,7700.0,0.0,5.29,1540.0,924.0,380.03,10549.32
12165,E01200,2025-04,D03,L1,D03,8600.0,0.0,513.88,1720.0,1032.0,210.71,12076.59
12166,E01201,2025-04,D01,L4,D01,25600.0,0.0,553.89,5120.0,3072.0,208.21,34554.1
12167,E01202,2025-04,D12,L1,D12,8200.0,0.0,76.89,1640.0,984.0,280.34,11181.23
12168,E01204,2025-04,D01,L4,D01,22200.0,0.0,80.41,4440.0,2664.0,322.33,29706.74
12169,E01205,2025-04,D01,L1,D01,7900.0,0.0,296.6,1580.0,948.0,319.93,11044.53
12170,E01206,2025-04,D01,L1,D01,7700.0,0.0,358.69,1540.0,924.0,85.56,10608.25
12171,E01207,2025-04,D08,L4,D08,24900.0,0.0,174.7,4980.0,2988.0,117.96,33160.66
