snapshot_id,snapshot_month,snapshot_date,employee_id,dept_id,level_code,status,gender,age_band,tenure_band,is_key_talent,is_probation,base_salary
14107,2025-04,2025-04-30,E03353,D01,L4,active,男,30-34,3-5年,0,0,18900.0
14108,2025-04,2025-04-30,E03354,D01,L4,active,女,40-44,5年+,0,0,21600.0
14109,2025-04,2025-04-30,E03355,D03,L1,active,男,40-44,3-12月,0,0,7200.0
14110,2025-04,2025-04-30,E03357,D02,L2,active,男,40-44,5年+,0,0,10000.0
14111,2025-04,2025-04-30,E03358,D02,L2,active,女,35-39,5年+,0,0,12700.0
14112,2025-04,2025-04-30,E03359,D02,L3,active,女,40-44,1-3年,0,0,18200.0
14113,2025-04,2025-04-30,E03360,D06,L5,active,男,30-34,3-5年,1,0,24700.0
14114,2025-04,2025-04-30,E03361,D06,L1,active,男,45岁及以上,5年+,1,0,8100.0
14115,2025-04,2025-04-30,E03362,D01,L4,active,男,35-39,5年+,0,0,21500.0
14116,2025-04,2025-04-30,E03363,D01,L1,active,女,35-39,3-12月,0,0,7200.0
14117,2025-04,2025-04-30,E03364,D01,L1,active,男,30-34,1-3年,0,0,7900.0
14118,2025-04,2025-04-30,E03365,D03,L1,active,女,35-39,3-5年,0,0,6800.0
14119,2025-04,2025-04-30,E03366,D11,L2,active,男,30-34,5年+,0,0,10600.0
14120,2025-04,2025-04-30,E03367,D01,L7,active,男,25-29,3-5年,0,0,64300.0
14121,2025-04,2025-04-30,E03368,D12,L1,active,女,30-34,3-12月,0,0,8000.0
14122,2025-04,2025-04-30,E03369,D09,L3,active,女,35-39,5年+,0,0,16100.0
14123,2025-04,2025-04-30,E03370,D10,L6,active,男,25-29,3-5年,1,0,37100.0
14124,2025-04,2025-04-30,E03372,D07,L7,active,女,40-44,5年+,1,0,63100.0
14125,2025-04,2025-04-30,E03373,D08,L2,active,男,30-34,3-5年,0,0,11600.0
14126,2025-04,2025-04-30,E03374,D04,L1,active,女,35-39,1-3年,0,0,9100.0
14127,2025-04,2025-04-30,E03375,D07,L1,active,男,30-34,1-3年,0,0,7200.0
14128,2025-04,2025-04-30,E03377,D04,L4,active,男,25-29,3-5年,0,0,24400.0
14129,2025-04,2025-04-30,E03378,D01,L1,active,男,40-44,5年+,0,0,7300.0
14130,2025-04,2025-04-30,E03379,D06,L3,active,男,25-29,3-5年,0,0,18400.0
14131,2025-04,2025-04-30,E03380,D01,L6,active,男,45岁及以上,3-12月,0,0,32500.0
14132,2025-04,2025-04-30,E03381,D11,L2,active,女,30-34,5年+,0,0,9500.0
14133,2025-04,2025-04-30,E03382,D03,L1,active,女,35-39,5年+,0,0,6800.0
14134,2025-04,2025-04-30,E03383,D05,L2,active,女,45岁及以上,1-3年,0,0,10500.0
14135,2025-04,2025-04-30,E03384,D04,L4,active,女,40-44,5年+,0,0,24300.0
14136,2025-04,2025-04-30,E03385,D01,L2,active,女,30-34,1-3年,0,0,10500.0
14137,2025-04,2025-04-30,E03386,D01,L4,active,男,30-34,3-12月,0,0,21000.0
14138,2025-04,2025-04-30,E03387,D01,L4,active,女,35-39,5年+,0,0,22000.0
14139,2025-04,2025-04-30,E03388,D01,L4,active,女,35-39,1-3年,0,0,20500.0
14140,2025-04,2025-04-30,E03389,D04,L1,active,男,35-39,5年+,0,0,7400.0
14141,2025-04,2025-04-30,E03390,D07,L3,active,男,25岁以下,3-12月,0,0,14500.0
14142,2025-04,2025-04-30,E03391,D02,L6,active,女,35-39,5年+,0,0,46300.0
14143,2025-04,2025-04-30,E03392,D01,L2,active,男,35-39,3-12月,0,1,11200.0
14144,2025-04,2025-04-30,E03393,D01,L2,active,男,40-44,1-3年,0,0,9300.0
14145,2025-04,2025-04-30,E03394,D01,L3,active,未披露,25-29,3-5年,0,0,17800.0
14146,2025-04,2025-04-30,E03395,D02,L4,active,男,25-29,3-5年,0,0,22700.0
14147,2025-04,2025-04-30,E03396,D05,L1,active,女,35-39,3-5年,0,0,7400.0
14148,2025-04,2025-04-30,E03397,D03,L4,active,男,25-29,1-3年,0,0,22200.0
14149,2025-04,2025-04-30,E03399,D05,L1,active,男,30-34,3-5年,0,0,8200.0
14150,2025-04,2025-04-30,E03400,D01,L7,active,男,35-39,1-3年,0,0,73700.0
14151,2025-04,2025-04-30,E03401,D03,L3,active,男,25-29,3-5年,1,0,13800.0
14152,2025-04,2025-04-30,E03402,D12,L1,active,男,40-44,5年+,0,0,9300.0
14153,2025-04,2025-04-30,E03403,D03,L2,active,女,35-39,5年+,0,0,10000.0
14154,2025-04,2025-04-30,E03404,D04,L2,active,男,45岁及以上,5年+,0,0,9900.0
14155,2025-04,2025-04-30,E03406,D02,L1,active,女,35-39,3-5年,0,0,7400.0
14156,2025-04,2025-04-30,E03407,D04,L5,active,男,40-44,3-5年,0,0,32200.0
14157,2025-04,2025-04-30,E03408,D05,L5,active,男,30-34,3-5年,1,0,28100.0
14158,2025-04,2025-04-30,E03410,D11,L3,active,男,45岁及以上,5年+,0,0,18700.0
14159,2025-04,2025-04-30,E03411,D01,L2,active,女,35-39,3-5年,0,0,12400.0
14160,2025-04,2025-04-30,E03412,D01,L5,active,男,45岁及以上,1-3年,1,0,32300.0
14161,2025-04,2025-04-30,E03413,D05,L5,active,女,45岁及以上,3-5年,0,0,31800.0
14162,2025-04,2025-04-30,E03414,D03,L1,active,男,30-34,5年+,0,0,8900.0
14163,2025-04,2025-04-30,E03415,D12,L3,active,男,25岁以下,1-3年,0,0,14100.0
14164,2025-04,2025-04-30,E03416,D03,L2,active,女,30-34,5年+,0,0,11900.0
14165,2025-04,2025-04-30,E03417,D06,L4,active,女,35-39,3-12月,0,0,24300.0
14166,2025-04,2025-04-30,E03418,D07,L5,active,男,35-39,5年+,0,0,34200.0
14167,2025-04,2025-04-30,E03419,D03,L2,active,女,25-29,3-12月,0,0,9100.0
14168,2025-04,2025-04-30,E03420,D04,L3,active,男,25-29,5年+,0,0,15300.0
14169,2025-04,2025-04-30,E03422,D01,L1,active,男,30-34,3-5年,0,0,8700.0
14170,2025-04,2025-04-30,E03424,D04,L4,active,女,30-34,3-5年,0,0,24000.0
14171,2025-04,2025-04-30,E03425,D06,L1,active,女,25-29,3-5年,0,0,9100.0
14172,2025-04,2025-04-30,E03426,D02,L1,active,男,30-34,1-3年,0,0,9600.0
14173,2025-04,2025-04-30,E03427,D01,L2,active,女,35-39,3-5年,0,0,11700.0
14174,2025-04,2025-04-30,E03428,D06,L3,active,女,25-29,3-12月,1,0,15200.0
14175,2025-04,2025-04-30,E03429,D11,L5,active,男,25岁以下,1-3年,1,0,34200.0
14176,2025-04,2025-04-30,E03430,D05,L1,active,女,45岁及以上,5年+,0,0,7400.0
14177,2025-04,2025-04-30,E03431,D07,L1,active,女,30-34,3-12月,0,0,6700.0
14178,2025-04,2025-04-30,E03432,D01,L1,active,女,35-39,3-5年,1,0,8400.0
14179,2025-04,2025-04-30,E03433,D01,L1,active,男,30-34,5年+,1,0,9000.0
14180,2025-04,2025-04-30,E03434,D02,L3,active,女,35-39,5年+,0,0,14100.0
14181,2025-04,2025-04-30,E03436,D03,L4,active,男,45岁及以上,5年+,0,0,25800.0
14182,2025-04,2025-04-30,E03437,D03,L1,active,女,35-39,1-3年,0,0,8100.0
14183,2025-04,2025-04-30,E03438,D05,L4,active,女,30-34,3-5年,0,0,24300.0
14184,2025-04,2025-04-30,E03440,D04,L4,active,女,40-44,5年+,0,0,23700.0
14185,2025-04,2025-04-30,E03441,D03,L1,active,女,25-29,1-3年,1,0,9100.0
14186,2025-04,2025-04-30,E03442,D12,L2,active,女,40-44,3-12月,0,0,10400.0
14187,2025-04,2025-04-30,E03443,D03,L7,active,男,30-34,3-12月,0,0,58000.0
14188,2025-04,2025-04-30,E03444,D06,L3,active,女,35-39,5年+,0,0,18300.0
14189,2025-04,2025-04-30,E03446,D12,L2,active,男,25岁以下,3-12月,0,0,9400.0
14190,2025-04,2025-04-30,E03447,D04,L3,active,男,25-29,3-12月,0,0,13800.0
14191,2025-04,2025-04-30,E03448,D02,L2,active,男,35-39,1-3年,0,0,10000.0
14192,2025-04,2025-04-30,E03449,D06,L2,active,男,30-34,1-3年,0,0,11300.0
14193,2025-04,2025-04-30,E03450,D01,L1,active,女,35-39,3-12月,0,0,8600.0
14194,2025-04,2025-04-30,E03451,D01,L2,active,男,30-34,3-12月,1,0,11600.0
14195,2025-04,2025-04-30,E03453,D07,L4,active,女,40-44,3-12月,1,0,25200.0
14196,2025-04,2025-04-30,E03454,D01,L3,active,男,35-39,5年+,0,0,17700.0
14197,2025-04,2025-04-30,E03455,D05,L2,active,男,25-29,1-3年,0,0,11100.0
14198,2025-04,2025-04-30,E03456,D01,L2,active,男,35-39,5年+,0,0,11800.0
14199,2025-04,2025-04-30,E03457,D03,L1,active,男,30-34,5年+,0,0,8400.0
14200,2025-04,2025-04-30,E03458,D04,L2,active,女,40-44,5年+,0,0,10700.0
14201,2025-04,2025-04-30,E03460,D01,L6,active,女,40-44,1-3年,0,0,45700.0
14202,2025-04,2025-04-30,E03461,D02,L2,active,男,30-34,5年+,0,0,9700.0
14203,2025-04,2025-04-30,E03462,D08,L3,active,男,40-44,3-5年,0,0,13300.0
14204,2025-04,2025-04-30,E03463,D03,L3,active,女,25-29,5年+,1,0,16100.0
14205,2025-04,2025-04-30,E03464,D02,L3,active,男,35-39,3-5年,0,0,16200.0
14206,2025-04,2025-04-30,E03465,D02,L5,active,男,40-44,5年+,1,0,33300.0
14207,2025-04,2025-04-30,E03466,D05,L3,active,女,25-29,1-3年,0,0,13700.0
14208,2025-04,2025-04-30,E03467,D01,L2,active,男,35-39,3-5年,0,0,12900.0
14209,2025-04,2025-04-30,E03468,D01,L2,active,女,30-34,5年+,0,0,11000.0
14210,2025-04,2025-04-30,E03470,D02,L2,active,女,30-34,3-12月,0,0,12000.0
14211,2025-04,2025-04-30,E03471,D03,L1,active,男,35-39,3-5年,0,0,8100.0
14212,2025-04,2025-04-30,E03472,D12,L5,active,男,30-34,1-3年,1,0,33900.0
14213,2025-04,2025-04-30,E03473,D01,L3,active,女,30-34,5年+,1,0,17000.0
14214,2025-04,2025-04-30,E03474,D02,L4,active,男,35-39,5年+,0,0,22600.0
14215,2025-04,2025-04-30,E03475,D09,L3,active,男,35-39,1-3年,0,0,16400.0
14216,2025-04,2025-04-30,E03476,D01,L2,active,女,30-34,1-3年,0,0,10300.0
14217,2025-04,2025-04-30,E03477,D10,L2,active,男,30-34,5年+,0,0,9400.0
14218,2025-04,2025-04-30,E03480,D01,L2,active,男,40-44,3-5年,0,0,12100.0
14219,2025-04,2025-04-30,E03481,D01,L1,active,女,40-44,5年+,0,0,7400.0
14220,2025-04,2025-04-30,E03482,D05,L3,active,男,30-34,3-5年,0,0,18900.0
14221,2025-04,2025-04-30,E03483,D06,L1,active,女,40-44,5年+,0,0,8200.0
14222,2025-04,2025-04-30,E03484,D06,L4,active,男,35-39,3-5年,1,0,23600.0
14223,2025-04,2025-04-30,E03485,D05,L1,active,男,30-34,5年+,0,0,8800.0
14224,2025-04,2025-04-30,E03486,D11,L1,active,女,40-44,1-3年,0,0,10300.0
14225,2025-04,2025-04-30,E03487,D03,L2,active,男,40-44,1-3年,0,0,10900.0
14226,2025-04,2025-04-30,E03488,D10,L3,active,女,30-34,5年+,0,0,15000.0
14227,2025-04,2025-04-30,E03489,D01,L4,active,男,25-29,3-12月,1,0,18700.0
14228,2025-04,2025-04-30,E03490,D02,L2,active,男,25-29,1-3年,0,0,10000.0
14229,2025-04,2025-04-30,E03491,D12,L2,active,男,25-29,1-3年,0,0,10500.0
14230,2025-04,2025-04-30,E03492,D02,L6,active,男,40-44,3-5年,0,0,45500.0
14231,2025-04,2025-04-30,E03493,D02,L3,active,男,30-34,5年+,0,0,16800.0
14232,2025-04,2025-04-30,E03494,D11,L3,active,男,30-34,5年+,0,0,15300.0
14233,2025-04,2025-04-30,E03495,D01,L3,active,男,35-39,5年+,0,0,15700.0
14234,2025-04,2025-04-30,E03498,D12,L2,active,女,30-34,5年+,0,0,13000.0
14235,2025-04,2025-04-30,E03499,D05,L4,active,男,25岁以下,1-3年,1,0,22200.0
14236,2025-04,2025-04-30,E03500,D10,L2,active,女,35-39,1-3年,0,0,10300.0
14237,2025-04,2025-04-30,E03501,D04,L2,active,男,25-29,3-12月,0,0,9600.0
14238,2025-04,2025-04-30,E03502,D01,L3,active,男,40-44,1-3年,0,0,18000.0
14239,2025-04,2025-04-30,E03504,D12,L4,active,男,35-39,5年+,0,0,20300.0
14240,2025-04,2025-04-30,E03505,D03,L3,active,男,35-39,5年+,0,0,15500.0
14241,2025-04,2025-04-30,E03506,D02,L1,active,女,30-34,5年+,0,0,9300.0
14242,2025-04,2025-04-30,E03507,D06,L4,active,男,25岁以下,1-3年,0,0,25700.0
14243,2025-04,2025-04-30,E03508,D12,L1,active,男,25-29,3-5年,0,0,7000.0
14244,2025-04,2025-04-30,E03509,D01,L2,active,女,25-29,3-12月,0,0,10100.0
14245,2025-04,2025-04-30,E03510,D08,L3,active,男,25岁以下,3-12月,0,0,14000.0
14246,2025-04,2025-04-30,E03511,D10,L3,active,女,45岁及以上,3-12月,0,0,13100.0
14247,2025-04,2025-04-30,E03512,D12,L4,active,男,25-29,1-3年,0,0,21400.0
14248,2025-04,2025-04-30,E03513,D01,L1,active,女,35-39,3-5年,0,0,8200.0
14249,2025-04,2025-04-30,E03514,D04,L5,active,女,35-39,1-3年,1,0,34400.0
14250,2025-04,2025-04-30,E03515,D05,L4,active,女,30-34,1-3年,0,0,18200.0
14251,2025-04,2025-04-30,E03516,D02,L6,active,男,30-34,3-12月,1,0,47600.0
14252,2025-04,2025-04-30,E03517,D03,L5,active,男,30-34,1-3年,1,0,33500.0
14253,2025-04,2025-04-30,E03519,D01,L2,active,男,30-34,3-5年,0,0,10300.0
14254,2025-04,2025-04-30,E03520,D01,L1,active,男,30-34,5年+,1,0,6900.0
14255,2025-04,2025-04-30,E03521,D12,L1,active,女,30-34,3-5年,0,0,7000.0
14256,2025-04,2025-04-30,E03522,D11,L4,active,男,25-29,1-3年,1,0,24400.0
14257,2025-04,2025-04-30,E03523,D03,L1,active,男,35-39,3-12月,0,0,6700.0
14258,2025-04,2025-04-30,E03524,D01,L5,active,男,35-39,3-12月,1,0,26400.0
14259,2025-04,2025-04-30,E03525,D01,L1,active,女,30-34,3-5年,0,0,8700.0
14260,2025-04,2025-04-30,E03526,D11,L1,active,男,25-29,3-5年,0,0,8100.0
14261,2025-04,2025-04-30,E03527,D12,L2,active,男,40-44,5年+,0,0,9100.0
14262,2025-04,2025-04-30,E03528,D01,L1,active,女,30-34,1-3年,0,0,9400.0
14263,2025-04,2025-04-30,E03529,D12,L3,active,女,35-39,3-5年,0,0,13300.0
14264,2025-04,2025-04-30,E03530,D03,L3,active,女,45岁及以上,1-3年,0,0,17800.0
14265,2025-04,2025-04-30,E03531,D04,L1,active,男,40-44,1-3年,1,0,7300.0
14266,2025-04,2025-04-30,E03532,D01,L5,active,男,25-29,5年+,0,0,26000.0
14267,2025-04,2025-04-30,E03533,D01,L4,active,女,25-29,3-5年,1,0,20300.0
14268,2025-04,2025-04-30,E03534,D11,L2,active,男,30-34,1-3年,0,0,11200.0
14269,2025-04,2025-04-30,E03535,D11,L4,active,男,35-39,3-12月,0,0,23100.0
14270,2025-04,2025-04-30,E03536,D05,L1,active,男,40-44,1-3年,0,0,7800.0
14271,2025-04,2025-04-30,E03537,D07,L1,active,女,25-29,1-3年,0,0,7100.0
14272,2025-04,2025-04-30,E03538,D01,L5,active,男,25-29,3-12月,0,0,32500.0
14273,2025-04,2025-04-30,E03539,D04,L4,active,男,30-34,5年+,1,0,19500.0
14274,2025-04,2025-04-30,E03540,D10,L6,active,男,45岁及以上,5年+,0,0,35600.0
14275,2025-04,2025-04-30,E03541,D12,L3,active,男,25-29,1-3年,0,0,14800.0
14276,2025-04,2025-04-30,E03542,D01,L4,active,女,35-39,3-5年,0,0,23800.0
14277,2025-04,2025-04-30,E03543,D03,L3,active,男,30-34,5年+,0,0,14100.0
14278,2025-04,2025-04-30,E03545,D05,L4,active,男,40-44,3-12月,0,0,19700.0
14279,2025-04,2025-04-30,E03546,D01,L1,active,男,35-39,3-5年,0,0,7800.0
14280,2025-04,2025-04-30,E03547,D01,L4,active,男,35-39,5年+,0,0,25400.0
14281,2025-04,2025-04-30,E03548,D02,L4,active,男,30-34,1-3年,1,0,19400.0
14282,2025-04,2025-04-30,E03549,D01,L1,active,男,40-44,3-12月,0,0,8200.0
14283,2025-04,2025-04-30,E03550,D12,L1,active,男,25岁以下,3-12月,0,0,7000.0
14284,2025-04,2025-04-30,E03551,D09,L4,active,男,40-44,5年+,0,0,18300.0
14285,2025-04,2025-04-30,E03552,D09,L3,active,女,30-34,3-12月,0,0,14500.0
14286,2025-04,2025-04-30,E03553,D10,L4,active,女,35-39,3-5年,1,0,25900.0
14287,2025-04,2025-04-30,E03554,D01,L1,active,女,25-29,3-12月,0,0,7000.0
14288,2025-04,2025-04-30,E03555,D02,L3,active,男,40-44,3-5年,0,0,15400.0
14289,2025-04,2025-04-30,E03556,D03,L4,active,女,25-29,1-3年,0,0,21700.0
14290,2025-04,2025-04-30,E03557,D06,L4,active,男,30-34,1-3年,0,0,19100.0
14291,2025-04,2025-04-30,E03558,D09,L2,active,未披露,35-39,5年+,0,0,9700.0
14292,2025-04,2025-04-30,E03559,D01,L4,active,男,35-39,3-12月,0,0,20600.0
14293,2025-04,2025-04-30,E03561,D08,L2,active,女,40-44,3-5年,0,0,12000.0
14294,2025-04,2025-04-30,E03562,D06,L1,active,女,30-34,3-5年,0,0,7700.0
14295,2025-04,2025-04-30,E03563,D06,L3,active,女,25-29,3-5年,0,0,13400.0
14296,2025-04,2025-04-30,E03565,D05,L3,active,男,35-39,1-3年,0,0,18600.0
14297,2025-04,2025-04-30,E03566,D12,L3,active,女,35-39,3-5年,0,0,15500.0
14298,2025-04,2025-04-30,E03567,D03,L2,active,女,30-34,1-3年,0,0,9100.0
14299,2025-04,2025-04-30,E03568,D06,L2,active,男,25-29,1-3年,0,0,12600.0
14300,2025-04,2025-04-30,E03569,D02,L2,active,女,35-39,3-5年,0,0,10200.0
14301,2025-04,2025-04-30,E03570,D11,L2,active,女,35-39,5年+,0,0,9600.0
14302,2025-04,2025-04-30,E03571,D05,L4,active,男,25-29,3-5年,1,0,19700.0
14303,2025-04,2025-04-30,E03572,D06,L1,active,男,25-29,3-12月,0,0,9800.0
14304,2025-04,2025-04-30,E03573,D05,L2,active,女,30-34,5年+,0,0,10600.0
14305,2025-04,2025-04-30,E03574,D01,L2,active,女,40-44,5年+,0,0,11600.0
14306,2025-04,2025-04-30,E03575,D02,L2,active,女,35-39,1-3年,0,0,12000.0
14307,2025-04,2025-04-30,E03576,D12,L2,active,女,30-34,3-12月,0,0,11000.0
14308,2025-04,2025-04-30,E03577,D07,L3,active,女,40-44,5年+,0,0,15500.0
14309,2025-04,2025-04-30,E03578,D02,L2,active,女,40-44,3-5年,0,0,11600.0
14310,2025-04,2025-04-30,E03579,D11,L4,active,男,30-34,3-5年,1,0,23200.0
14311,2025-04,2025-04-30,E03581,D11,L6,active,男,30-34,3-12月,0,0,40600.0
14312,2025-04,2025-04-30,E03584,D08,L1,active,男,35-39,5年+,0,0,8300.0
14313,2025-04,2025-04-30,E03585,D06,L3,active,女,30-34,1-3年,0,0,14300.0
14314,2025-04,2025-04-30,E03586,D08,L1,active,男,35-39,3-5年,1,0,8600.0
14315,2025-04,2025-04-30,E03587,D05,L1,active,女,30-34,3-5年,0,0,7400.0
14316,2025-04,2025-04-30,E03588,D01,L1,active,女,30-34,5年+,0,0,8900.0
14317,2025-04,2025-04-30,E03589,D07,L2,active,女,40-44,3-5年,0,0,14000.0
14318,2025-04,2025-04-30,E03590,D12,L4,active,女,40-44,5年+,1,0,23700.0
14319,2025-04,2025-04-30,E03591,D06,L5,active,男,35-39,1-3年,0,0,33600.0
14320,2025-04,2025-04-30,E03592,D01,L1,active,女,35-39,5年+,0,0,7300.0
14321,2025-04,2025-04-30,E03593,D02,L1,active,男,35-39,1-3年,0,0,9200.0
14322,2025-04,2025-04-30,E03594,D04,L2,active,男,30-34,3-12月,0,0,11000.0
14323,2025-04,2025-04-30,E03595,D11,L1,active,男,35-39,5年+,0,0,7400.0
14324,2025-04,2025-04-30,E03596,D04,L3,active,女,35-39,3-5年,0,0,17600.0
14325,2025-04,2025-04-30,E03597,D05,L2,active,男,25-29,1-3年,0,0,12300.0
14326,2025-04,2025-04-30,E03598,D02,L2,active,男,35-39,1-3年,0,0,12700.0
14327,2025-04,2025-04-30,E03599,D03,L3,active,男,40-44,3-5年,0,0,18800.0
14328,2025-04,2025-04-30,E03600,D10,L5,active,男,25-29,3-5年,0,0,30100.0
14329,2025-04,2025-04-30,E03601,D04,L4,active,男,35-39,3-12月,1,0,26000.0
14330,2025-04,2025-04-30,E03602,D01,L6,active,男,25-29,3-12月,1,0,49200.0
14331,2025-04,2025-04-30,E03603,D05,L1,active,女,25-29,3-12月,0,1,8700.0
14332,2025-04,2025-04-30,E03604,D02,L2,active,女,25岁以下,3-12月,0,0,12300.0
14333,2025-04,2025-04-30,E03605,D02,L2,active,女,35-39,3-12月,0,0,9100.0
14334,2025-04,2025-04-30,E03606,D03,L5,active,男,25-29,3-12月,1,0,33600.0
14335,2025-04,2025-04-30,E03607,D06,L5,active,女,25-29,3-12月,0,0,29700.0
14336,2025-04,2025-04-30,E03609,D01,L4,active,女,25-29,3-12月,0,1,19600.0
14337,2025-04,2025-04-30,E03610,D02,L4,active,女,25-29,3-12月,0,1,22500.0
14338,2025-04,2025-04-30,E03611,D05,L3,active,男,25岁以下,3-12月,0,0,18100.0
14339,2025-04,2025-04-30,E03612,D02,L6,active,女,35-39,3-12月,0,1,45600.0
14340,2025-04,2025-04-30,E03613,D01,L1,active,女,30-34,3-12月,0,0,7700.0
14341,2025-04,2025-04-30,E03614,D06,L4,active,男,25-29,3-12月,0,0,24300.0
14342,2025-04,2025-04-30,E03615,D11,L3,active,男,30-34,3-12月,0,1,13600.0
14343,2025-04,2025-04-30,E03617,D02,L2,active,男,25岁以下,3-12月,0,0,10400.0
14344,2025-04,2025-04-30,E03618,D07,L4,active,女,35-39,3-12月,0,0,24900.0
14345,2025-04,2025-04-30,E03619,D03,L1,active,女,25岁以下,3-12月,0,0,8200.0
14346,2025-04,2025-04-30,E03620,D11,L5,active,男,30-34,3-12月,0,0,28200.0
14347,2025-04,2025-04-30,E03621,D03,L2,active,男,30-34,3-12月,0,0,9600.0
14348,2025-04,2025-04-30,E03623,D01,L3,active,男,35-39,3-12月,1,0,16100.0
14349,2025-04,2025-04-30,E03624,D03,L3,active,女,30-34,3-12月,0,0,13700.0
14350,2025-04,2025-04-30,E03625,D01,L4,active,女,30-34,3-12月,1,1,22500.0
14351,2025-04,2025-04-30,E03626,D06,L2,active,女,35-39,3-12月,0,0,10700.0
14352,2025-04,2025-04-30,E03627,D03,L1,active,女,25-29,3-12月,0,0,6900.0
14353,2025-04,2025-04-30,E03628,D01,L6,active,男,30-34,3-12月,0,0,30500.0
14354,2025-04,2025-04-30,E03629,D02,L3,active,女,25岁以下,3-12月,0,0,13800.0
14355,2025-04,2025-04-30,E03630,D01,L3,active,男,25-29,3-12月,0,0,13900.0
14356,2025-04,2025-04-30,E03631,D11,L4,active,男,30-34,3-12月,0,0,20000.0
14357,2025-04,2025-04-30,E03632,D03,L2,active,男,25-29,3-12月,0,0,9100.0
14358,2025-04,2025-04-30,E03633,D01,L2,active,男,30-34,3-12月,0,0,12900.0
14359,2025-04,2025-04-30,E03634,D01,L5,active,男,30-34,3-12月,0,1,30100.0
14360,2025-04,2025-04-30,E03635,D06,L3,active,男,25岁以下,3-12月,0,0,15300.0
14361,2025-04,2025-04-30,E03636,D01,L1,active,女,25-29,3-12月,0,0,7400.0
14362,2025-04,2025-04-30,E03637,D03,L4,active,男,40-44,3-12月,1,0,24600.0
14363,2025-04,2025-04-30,E03638,D10,L3,active,女,35-39,3-12月,0,1,18100.0
14364,2025-04,2025-04-30,E03639,D03,L1,active,男,25岁以下,3-12月,0,1,9000.0
14365,2025-04,2025-04-30,E03640,D02,L1,active,女,25岁以下,3-12月,0,0,6600.0
14366,2025-04,2025-04-30,E03641,D06,L4,active,男,25-29,3-12月,0,0,25300.0
14367,2025-04,2025-04-30,E03642,D04,L3,active,男,25岁以下,3-12月,0,0,14700.0
14368,2025-04,2025-04-30,E03643,D01,L4,active,男,35-39,3-12月,0,0,18600.0
14369,2025-04,2025-04-30,E03646,D01,L3,active,男,45岁及以上,3-12月,0,0,14900.0
14370,2025-04,2025-04-30,E03647,D02,L5,active,女,25-29,3-12月,1,0,27400.0
14371,2025-04,2025-04-30,E03648,D12,L2,active,男,25-29,3-12月,0,0,10500.0
14372,2025-04,2025-04-30,E03649,D02,L3,active,女,40-44,3-12月,0,1,16400.0
14373,2025-04,2025-04-30,E03650,D02,L4,active,女,25-29,3-12月,0,0,21600.0
14374,2025-04,2025-04-30,E03651,D04,L4,active,未披露,30-34,3-12月,0,0,28600.0
14375,2025-04,2025-04-30,E03652,D02,L1,active,女,25岁以下,3-12月,0,1,9100.0
14376,2025-04,2025-04-30,E03653,D11,L1,active,女,40-44,3-12月,0,0,9400.0
14377,2025-04,2025-04-30,E03654,D11,L3,active,男,35-39,3-12月,0,0,14900.0
14378,2025-04,2025-04-30,E03655,D01,L2,active,男,30-34,3-12月,0,0,12500.0
14379,2025-04,2025-04-30,E03656,D06,L1,active,男,35-39,3-12月,0,1,8600.0
14380,2025-04,2025-04-30,E03657,D06,L1,active,男,25-29,3-12月,0,1,7400.0
14381,2025-04,2025-04-30,E03658,D08,L1,active,男,25-29,3-12月,0,0,7600.0
14382,2025-04,2025-04-30,E03659,D11,L5,active,女,30-34,3-12月,0,0,29400.0
14383,2025-04,2025-04-30,E03660,D11,L3,active,女,40-44,3-12月,0,0,16600.0
14384,2025-04,2025-04-30,E03661,D02,L1,active,男,25-29,3-12月,0,0,8400.0
14385,2025-04,2025-04-30,E03662,D03,L1,active,男,30-34,3-12月,0,0,8300.0
14386,2025-04,2025-04-30,E03663,D07,L4,active,女,35-39,3-12月,0,1,18700.0
14387,2025-04,2025-04-30,E03664,D10,L4,active,男,25-29,3-12月,0,0,18100.0
14388,2025-04,2025-04-30,E03665,D02,L2,active,女,40-44,3-12月,0,1,10500.0
14389,2025-04,2025-04-30,E03666,D01,L1,active,男,30-34,3-12月,0,0,8700.0
14390,2025-04,2025-04-30,E03667,D01,L2,active,女,30-34,3-12月,0,0,10000.0
14391,2025-04,2025-04-30,E03668,D08,L2,active,女,25岁以下,3-12月,0,0,12900.0
14392,2025-04,2025-04-30,E03669,D12,L1,active,男,25-29,0-3月,0,1,8900.0
14393,2025-04,2025-04-30,E03670,D05,L1,active,女,45岁及以上,3-12月,0,0,7000.0
14394,2025-04,2025-04-30,E03671,D01,L5,active,女,35-39,3-12月,1,0,31200.0
14395,2025-04,2025-04-30,E03672,D01,L4,active,女,25-29,3-12月,0,0,21200.0
14396,2025-04,2025-04-30,E03673,D01,L3,active,男,25-29,3-12月,0,0,18400.0
14397,2025-04,2025-04-30,E03675,D05,L6,active,男,25岁以下,0-3月,0,1,43500.0
14398,2025-04,2025-04-30,E03676,D03,L4,active,男,25-29,3-12月,0,0,21300.0
14399,2025-04,2025-04-30,E03678,D06,L6,active,女,30-34,3-12月,1,0,43100.0
14400,2025-04,2025-04-30,E03679,D12,L6,active,男,35-39,3-12月,0,0,36600.0
14401,2025-04,2025-04-30,E03680,D11,L3,active,男,25-29,3-12月,1,1,16700.0
14402,2025-04,2025-04-30,E03681,D01,L6,active,女,30-34,3-12月,0,0,40500.0
