hc_id,dept_id,level_code,month,hc_budget,hc_actual
821,D12,L6,2025-10,19,17
822,D07,L5,2025-10,12,11
823,D12,L5,2025-10,22,20
824,D07,L6,2025-10,12,11
825,D03,L7,2025-10,9,9
826,D09,L5,2025-10,15,14
827,D09,L6,2025-10,9,8
828,D10,L5,2025-10,11,10
829,D06,L7,2025-10,3,3
830,D09,L7,2025-10,1,1
831,D08,L7,2025-10,3,3
832,D10,L7,2025-10,1,1
833,D01,L1,2025-11,316,293
834,D03,L4,2025-11,73,68
835,D01,L3,2025-11,218,210
836,D01,L5,2025-11,104,101
837,D11,L2,2025-11,77,68
838,D03,L1,2025-11,157,152
839,D01,L4,2025-11,190,171
840,D02,L4,2025-11,72,69
841,D11,L1,2025-11,96,88
842,D11,L6,2025-11,18,17
843,D01,L2,2025-11,241,224
844,D12,L1,2025-11,90,83
845,D11,L3,2025-11,63,58
846,D05,L1,2025-11,102,92
847,D04,L1,2025-11,70,63
848,D06,L5,2025-11,26,25
849,D06,L2,2025-11,67,63
850,D03,L2,2025-11,147,133
851,D05,L2,2025-11,78,74
852,D06,L3,2025-11,53,49
853,D01,L6,2025-11,98,87
854,D10,L4,2025-11,14,13
855,D09,L4,2025-11,22,19
856,D07,L1,2025-11,36,33
857,D02,L1,2025-11,152,136
858,D02,L6,2025-11,30,27
859,D04,L2,2025-11,48,46
860,D02,L2,2025-11,109,105
861,D11,L4,2025-11,50,46
862,D08,L1,2025-11,42,40
863,D05,L4,2025-11,37,35
864,D08,L4,2025-11,34,32
865,D07,L4,2025-11,30,28
866,D03,L6,2025-11,27,26
867,D06,L1,2025-11,96,92
868,D10,L3,2025-11,14,13
869,D09,L2,2025-11,22,21
870,D08,L3,2025-11,28,26
871,D02,L3,2025-11,91,81
872,D04,L7,2025-11,8,8
873,D03,L5,2025-11,49,44
874,D01,L7,2025-11,29,28
875,D12,L3,2025-11,53,47
876,D05,L3,2025-11,73,67
877,D05,L5,2025-11,36,33
878,D12,L4,2025-11,43,39
879,D07,L2,2025-11,39,37
880,D10,L1,2025-11,20,18
881,D05,L6,2025-11,19,17
882,D03,L3,2025-11,103,98
883,D06,L4,2025-11,44,42
884,D08,L2,2025-11,40,36
885,D09,L1,2025-11,23,22
886,D07,L7,2025-11,12,11
887,D11,L5,2025-11,51,45
888,D04,L5,2025-11,28,25
889,D04,L3,2025-11,57,52
890,D11,L7,2025-11,3,3
891,D08,L6,2025-11,11,10
892,D12,L7,2025-11,7,6
893,D09,L3,2025-11,17,15
894,D12,L2,2025-11,61,55
895,D07,L3,2025-11,36,33
896,D02,L5,2025-11,44,42
897,D04,L6,2025-11,16,15
898,D05,L7,2025-11,4,4
899,D04,L4,2025-11,42,38
900,D06,L6,2025-11,20,18
901,D10,L6,2025-11,10,9
902,D10,L2,2025-11,15,14
903,D08,L5,2025-11,15,14
904,D02,L7,2025-11,4,4
905,D12,L6,2025-11,19,18
906,D07,L5,2025-11,12,11
907,D12,L5,2025-11,20,18
908,D07,L6,2025-11,12,11
909,D03,L7,2025-11,11,10
910,D09,L5,2025-11,18,16
911,D09,L6,2025-11,8,7
912,D10,L5,2025-11,9,9
913,D06,L7,2025-11,6,5
914,D08,L7,2025-11,3,3
915,D10,L7,2025-11,1,1
916,D01,L1,2025-12,332,294
917,D03,L4,2025-12,75,68
918,D01,L3,2025-12,218,207
919,D01,L5,2025-12,105,101
920,D11,L2,2025-12,78,69
921,D03,L1,2025-12,174,153
922,D01,L4,2025-12,178,168
923,D02,L4,2025-12,72,69
924,D11,L1,2025-12,96,85
925,D11,L6,2025-12,20,18
926,D01,L2,2025-12,256,235
927,D12,L1,2025-12,87,84
928,D11,L3,2025-12,60,57
929,D05,L1,2025-12,105,94
930,D04,L1,2025-12,69,62
931,D06,L5,2025-12,25,24
932,D03,L2,2025-12,135,131
933,D05,L2,2025-12,76,72
934,D06,L3,2025-12,58,51
935,D01,L6,2025-12,96,90
936,D10,L4,2025-12,14,13
937,D09,L4,2025-12,20,19
938,D07,L1,2025-12,35,33
939,D02,L1,2025-12,147,132
940,D02,L6,2025-12,28,27
941,D04,L2,2025-12,52,49
942,D02,L2,2025-12,114,108
943,D11,L4,2025-12,49,47
944,D08,L1,2025-12,45,43
945,D05,L4,2025-12,40,38
946,D08,L4,2025-12,34,32
947,D07,L4,2025-12,28,27
948,D03,L6,2025-12,29,26
949,D06,L1,2025-12,104,94
950,D10,L3,2025-12,14,13
951,D09,L2,2025-12,24,23
952,D08,L3,2025-12,30,28
953,D02,L3,2025-12,92,85
954,D04,L7,2025-12,9,8
955,D03,L5,2025-12,46,43
956,D01,L7,2025-12,33,30
957,D12,L3,2025-12,50,46
958,D05,L3,2025-12,72,65
959,D05,L5,2025-12,34,32
960,D12,L4,2025-12,44,39
961,D07,L2,2025-12,42,37
962,D10,L1,2025-12,20,19
963,D05,L6,2025-12,19,17
964,D03,L3,2025-12,104,97
965,D06,L4,2025-12,49,43
966,D08,L2,2025-12,39,37
967,D09,L1,2025-12,23,22
968,D06,L2,2025-12,66,62
969,D07,L7,2025-12,12,11
970,D11,L5,2025-12,49,46
971,D04,L5,2025-12,29,26
972,D04,L3,2025-12,57,54
973,D11,L7,2025-12,3,3
974,D08,L6,2025-12,11,10
975,D12,L7,2025-12,6,6
976,D09,L3,2025-12,16,14
977,D12,L5,2025-12,26,23
978,D12,L2,2025-12,57,54
979,D07,L3,2025-12,39,34
980,D02,L5,2025-12,46,43
981,D04,L6,2025-12,19,17
982,D05,L7,2025-12,4,4
983,D04,L4,2025-12,43,39
984,D06,L6,2025-12,19,18
985,D10,L6,2025-12,10,9
986,D10,L2,2025-12,18,17
987,D08,L5,2025-12,17,16
988,D02,L7,2025-12,5,5
989,D12,L6,2025-12,20,18
990,D07,L5,2025-12,11,10
991,D07,L6,2025-12,11,11
992,D03,L7,2025-12,9,8
993,D09,L5,2025-12,17,16
994,D09,L6,2025-12,7,7
995,D10,L5,2025-12,10,10
996,D06,L7,2025-12,6,5
997,D08,L7,2025-12,3,3
998,D10,L7,2025-12,2,2
